relpath	datechange	family	optype	familyoptype	label	example	topic	nodex	nodey	text
CHOP/countCHOP/example9	170101	CHOP	countCHOP	CHOP/countCHOP	Count	9	up and down	2025	50	This setup lets you count both up and down, using only one Count CHOP.The 2nd button is subtracted from the first to give the step size: 1 or -1. 
CHOP/countCHOP/example10	170101	CHOP	countCHOP	CHOP/countCHOP	Count	10	up and down 2	2275	50	This is an example of having a setup where you're able to count both up and down.The setup uses two Count CHOPs that both count upwards, but the 2nd is subtracted from the first. 
CHOP/countCHOP/example11	170101	CHOP	countCHOP	CHOP/countCHOP	Count	11	trigger threshold	2500	50	This will filter out pulses that are shorter than a certain amount of time.The result will be 1 while an incoming signal has been 1 for a settable amount of time, 
CHOP/cplusplusCHOP/example1	220305	CHOP	cplusplusCHOP	CHOP/cplusplusCHOP	CPlusPlus	1	link to samples repository	60	40	See samples in the GitHub repository:https://github.com/TouchDesigner/CustomOperatorSamples
CHOP/crossCHOP/example1	170101	CHOP	crossCHOP	CHOP/crossCHOP	Cross	1	slider	50	50	This is the most basic use of a Cross CHOP to blend between two CHOP values.
CHOP/crossCHOP/example2	170101	CHOP	crossCHOP	CHOP/crossCHOP	Cross	2	cross	300	50	The Cross TOP here is blending between the 3 inputs, interpolating the inbetween values.
CHOP/cycleCHOP/example1	221216	CHOP	cycleCHOP	CHOP/cycleCHOP	Cycle	1	repeat channels	40	40	The Cycle CHOP creates cycles. It can repeat the channels any number of times before and after the original.Here the channel is repeated 2 times after the original.It uses the CHOP's "Extend Regions" to determine what values to put before or after the samples htat are already there.  See the pop-up info on pattern2. It shows CYCLE, CYCLE
CHOP/cycleCHOP/example2	221216	CHOP	cycleCHOP	CHOP/cycleCHOP	Cycle	2	make a smoother loop	270	40	You can use a Cycle CHOP to give a single cycle a smooth transition from end to beginning, therefore making it loop smoothly.In this example the sine wave in pattern1 CHOP is set to have only .35 cycles. By using the Cycle CHOP to insert a blend region between each cycle, the end of each cycle transitions smoothly to the next cycle.
CHOP/dattoCHOP/example1	170101	CHOP	dattoCHOP	CHOP/dattoCHOP	DAT to	1	text	50	50	Grabbing a value from a Text DAT.
CHOP/dattoCHOP/example2	170101	CHOP	dattoCHOP	CHOP/dattoCHOP	DAT to	2	text1	300	50	Grabbing a channel name from a Text DAT.
CHOP/dattoCHOP/example3	170101	CHOP	dattoCHOP	CHOP/dattoCHOP	DAT to	3	tables	550	50	Grabbing all the names and values from a table by row.
CHOP/dattoCHOP/example4	170101	CHOP	dattoCHOP	CHOP/dattoCHOP	DAT to	4	select	800	50	You can selectively choose which parts of a table you'd like to retrieve information from.
CHOP/dattoCHOP/example5	170101	CHOP	dattoCHOP	CHOP/dattoCHOP	DAT to	5	multi sample	1050	50	Grabbing multiple samples from a table and creating channels accordingly.
CHOP/delayCHOP/example1	170101	CHOP	delayCHOP	CHOP/delayCHOP	Delay	1	capture changes	50	50	THis captures changes in values in a CHOP and holds them in a Hold DAT. It uses the Delay CHOP to compare old values with new values. It uses the Slope CHOP to detect when the value has changed.See also CHOP Execute DAT.Move sliders in the Constant CHOP.
CHOP/deleteCHOP/example1	170101	CHOP	deleteCHOP	CHOP/deleteCHOP	Delete	1	delete chans non scoped	50	50	This example deletes all the channels that aren't chan[2-4].
CHOP/deleteCHOP/example2	170101	CHOP	deleteCHOP	CHOP/deleteCHOP	Delete	2	channel value	300	50	This example deletes all channels that are within  the range 3.5 and 6.5.
CHOP/deleteCHOP/example3	170101	CHOP	deleteCHOP	CHOP/deleteCHOP	Delete	3	delete chan constant value	550	50	This example keeps only channels who have an unchanging, constant value.
CHOP/deleteCHOP/example4	170101	CHOP	deleteCHOP	CHOP/deleteCHOP	Delete	4	delete see select	800	50	See the Select CHOP, as it thins out channels too.
CHOP/deleteCHOP/example5	180901	CHOP	deleteCHOP	CHOP/deleteCHOP	Delete	5	delete samples1	1050	50	See the Select CHOP, as it thins out channels too.
CHOP/deleteCHOP/example6	180901	CHOP	deleteCHOP	CHOP/deleteCHOP	Delete	6	caterpillar	1300	50	
CHOP/dmxoutCHOP/example1	191010	CHOP	dmxoutCHOP	CHOP/dmxoutCHOP	DMX Out	1	basic packet per sample	50	45	This is the most basic usage of the DMX Out CHOP. In "Packet Per Sample" format, the DMX Out CHOP is expecting up to 512 single sample channels.If you need to send non-consecutive DMX addresses, use something like a Constant (or Replace) CHOP to add spacer channels.  The names of the channels (especially names with numbers in them) have no effect on which DMX channels the data is sent out to. Only the channel index matters.Make sure to scale all of the input channels to 0 through 255, though you don't need to round those numbers to integers before they're sent.In this example, two RGBAW lighting fixtures are patched to DMX Addresses 11 and 21, and it is being sent to the 4th Art-Net universe (AKA Universe 3 as Art-Net is base zero)
CHOP/dmxoutCHOP/example2	191010	CHOP	dmxoutCHOP	CHOP/dmxoutCHOP	DMX Out	2	multiple DMX universes	280	45	If you going to send multiple DMX universes from a single DMX Out CHOP,  you can only do so in "Packet Per Channel" format. Here, each channel is a universe and each sample is a DMX value.Remember you can only send up to 512 dmx values ranging between 0 and 255 per universe. The "Net", "Subnet" parameters are for older Art-Net implementations that split every 16 universes into 16 subnets and then 128 nets. These parameters do NOT refer to IP Addresses or Subnet Masks.NOTE: You don't have to increment the Net and Subnet parameters to get to higher universes numbers, just set the Universe parameter to any number and TD will split it into nets and subnets internally.By default, the DMX Out CHOP comes with a routing table docked. In "Packet Per Channel" format, this allows you to specify which CHOP channel name gets sent to which DMX Universe number. You can send the same CHOP channel to multiple DMX universes in any order.If you clear the "Routing Table" parameter, TouchDesigner will use the net, subnet and Universe parameters in the DMX Out's parameters to send the first universe of data and then every consecutive universe after that.
CHOP/dmxoutCHOP/example3	191010	CHOP	dmxoutCHOP	CHOP/dmxoutCHOP	DMX Out	3	LED tape pixel mapping	510	45	Here is an example of an LED tape PixelMapping setup that uses SOPs to define where from the "raster" RGB values should be sampled from. The key to performant PixelMapping is controlling what does and does not cook.  In this case, none of the SOPs cook and there is only one TOPto CHOP.There is also a rough preview system setup where a circle (representing a single LED) is being instanced using the positions of the LEDs obtained from the SOPTo CHOP and the color that is being send out to the LED controller.
CHOP/dmxoutCHOP/example4	170101	CHOP	dmxoutCHOP	CHOP/dmxoutCHOP	DMX Out	4	configuration	730	45	
CHOP/dmxoutCHOP/example5	220701	CHOP	dmxoutCHOP	CHOP/dmxoutCHOP	DMX Out	5	merge multi	960	45	Takes care of both cases Per Sample and Per Channel
CHOP/envelopeCHOP/example1	230207	CHOP	envelopeCHOP	CHOP/envelopeCHOP	Envelope	1	maximum amplitude	120	40	The Envelope CHOP outputs the maximum amplitude in the vicinity of each sample of the input. It takes the absolute value of the input, and uses a sliding window of a number of samples to find the maximum amplitude near each sample. The size of the sampling window is the envelope width.In this snippet, look at the contents of each Merge CHOP to see the original channel (yellow) and the resulting envelope (red).Envelope CHOP is different than Lag or Filter CHOPs in that its output value is always higher than the input, for every sample.merge_envelopeAroundPositiveInput shows that Envelope ins built around the input made positive.(absolute value).
CHOP/envelopeCHOP/example2	230207	CHOP	envelopeCHOP	CHOP/envelopeCHOP	Envelope	2	time sliced envelope	350	35	THis is the Envelope CHOP on live data.In this snippet, look at the contents of each Train CHOP to see the original channel (yellow) and the resulting envelope (red).merge_envelopeAroundPositiveInput shows that Envelope ins built around the input made positive.(absolute value).
CHOP/eventCHOP/example1	170925	CHOP	eventCHOP	CHOP/eventCHOP	Event	1	manual events	50	50	The Event CHOP can be a great tool to trigger overlapping events. In this example keep clicking button1 at different intervals to  create instances of a Tube SOP. The ADSR settings here will make the adsr channel simply rise once triggered and fallback to 0 once the Attack Level is reached.
CHOP/eventCHOP/example2	170925	CHOP	eventCHOP	CHOP/eventCHOP	Event	2	multiple types	300	50	The Event CHOP also accepts multiple inputs. The index channel will return the value of the input that was just triggered. In this example you can create different textured instances of a cube. The adsr channel is used to lookup the y position and rotation of the cube over the events lifetime while the index channel is used to lookup the x position as well as the used texture.
CHOP/eventCHOP/example3	170925	CHOP	eventCHOP	CHOP/eventCHOP	Event	3	python trigger	550	50	You can also trigger events in the Event CHOP using python. This is especially usefull as it lets you define the ADSR parameters per event. In this example we are giving each event a random speed.op('event3').createEvent(speed=randomSpeed)The id channel is used to lookup a different color for each instanced geometry.
CHOP/eventCHOP/example4	170925	CHOP	eventCHOP	CHOP/eventCHOP	Event	4	event replicate	800	50	One TOP is created per row.Note that the id that item1 renders for example, changes. Sometimes it doesn't matter, like when there is no info preserved in the replicants from the last frame it cooks.Here we stuff expressions into the parameters when the replicants are created. Because there is no row 1 sometimes, circle1 cannot have expressions that  refer to row 1.
CHOP/expressionCHOP/example1	170101	CHOP	expressionCHOP	CHOP/expressionCHOP	Expression	1	threshold time	50	50	This is a very useful network when working with inconsistent / noisy devices.  In  this case, if the button is down for the  length in seconds expressed in the speed1 Maximum parameter value, then the output goes on.There are several ways to do this!
CHOP/extendCHOP/example1	211212	CHOP	extendCHOP	CHOP/extendCHOP	Extend	1	extend behaviors	60	40	The Extend CHOP sets the "extend conditions" of a CHOP, which determines what values you get when sampling the CHOP before or after its interval. To illustrate this we're sampling the same CHOP (pattern1) 5 times, each time giving pattern1 CHOP different extend conditions. We will sample pattern1 before, during, and after its interval, by driving a Lookup CHOP from -2 to 3 (while the Lookup CHOP's normal range is 0-1). This way we can see the extend conditions visually in each Trail CHOP:(To zoom the graphs of the Extend CHOPs, with Viewer Active, click/drag left-right with middle mouse.)trail1: extend conditions are set to cycle, so the pattern loops.trail2: extend conditions are set to hold. So anything sampled before the interval is holding the first sample of the pattern1 CHOP, (in this case 0), and anything sampled after the interval is holding the last sample of the pattern1 CHOP, (in this case 0).Tip: change the "phase" parameter of pattern1 to see the effect in trail2.trail3: extend left is set to hold. Extend right is set to mirror. trail4: extend left is set to a value of -1, and extend right is set to cycle.trail5: extend left is set to hold, extend right is set to Slope, so sampling after the interval of pattern1 will continue the slope of pattern1.
